subject,relation,object,question,label
Royal Gorge Bridge,located in the administrative territorial entity,Fremont County,What is the located in the administrative territorial entity of Royal Gorge Bridge?,Fremont County
Royal Gorge Bridge,located in time zone,Mountain Time Zone,What is the located in time zone of Royal Gorge Bridge?,Mountain Time Zone
Meiji Shrine Outer Garden,country,Japan,What is the country of Meiji Shrine Outer Garden?,Japan
Promenade des Anglais,located in the administrative territorial entity,Nice,What is the located in the administrative territorial entity of Promenade des Anglais?,Nice
Rosersberg Palace,architectural style,Neoclassical architecture,What is the architectural style of Rosersberg Palace?,Neoclassical architecture
Popeye Village,country,Malta,What is the country of Popeye Village?,Malta
Rosersberg Palace,owned by,National Property Board of Sweden,What was Rosersberg Palace owned by?,National Property Board of Sweden
Rosersberg Palace,founded by,Gabriel Bengtsson Oxenstierna,Who was Rosersberg Palace founded by?,Gabriel Bengtsson Oxenstierna
MUNCH,named after,Edvard Munch,Who was MUNCH named after?,Edvard Munch
MUNCH,located in or next to body of water,Oslofjord,What is the located in or next to body of water of MUNCH?,Oslofjord
MUNCH,chief executive officer,Stein Olav Henrichsen,Who is the chief executive officer of MUNCH?,Stein Olav Henrichsen
MUNCH,country,Norway,What is the country of MUNCH?,Norway
MUNCH,architect,Juan Herreros,Who does MUNCH architect?,Juan Herreros
Salle Favart,located in the administrative territorial entity,Paris,What is the located in the administrative territorial entity of Salle Favart?,Paris
Salle Favart,architect,Louis Bernier,Who does Salle Favart architect?,Louis Bernier
MUNCH,replaces,Munch Museum,What does MUNCH replace?,Munch Museum
Salle Favart,significant event,conflagration,What is the significant event of Salle Favart?,conflagration
Salle Favart,occupant,Opéra-Comique,What is the occupant of Salle Favart?,Opéra-Comique
MUNCH,main subject,art,What is the main subject of MUNCH?,art
Salle Favart,operator,Opéra-Comique,What is the operator of Salle Favart?,Opéra-Comique
Falun Mine Museum,heritage designation,World Heritage Site,What is the heritage designation of Falun Mine Museum?,World Heritage Site
Falun Mine Museum,located in the administrative territorial entity,Falun Municipality,What is the located in the administrative territorial entity of Falun Mine Museum?,Falun Municipality
Mälsåker House,architectural style,baroque architecture,What is the architectural style of Mälsåker House?,baroque architecture
RAF Museum London,field of work,Royal Air Force,What is the field of work of RAF Museum London?,Royal Air Force
RAF Museum London,commemorates,Royal Air Force,What does RAF Museum London commemorate?,Royal Air Force
RAF Museum London,location,Colindale,What is the location of RAF Museum London?,Colindale
Mälsåker House,owned by,National Property Board of Sweden,What was Mälsåker House owned by?,National Property Board of Sweden
Skokloster Castle,architectural style,baroque architecture,What is the architectural style of Skokloster Castle?,baroque architecture
Skokloster Castle,architect,Caspar Vogel,Who does Skokloster Castle architect?,Caspar Vogel
Skokloster Castle,founded by,Carl Gustaf Wrangel,Who was Skokloster Castle founded by?,Carl Gustaf Wrangel
Skokloster Castle,owned by,National Property Board of Sweden,What was Skokloster Castle owned by?,National Property Board of Sweden
RAF Museum London,country,United Kingdom,What is the country of RAF Museum London?,United Kingdom
Skokloster Castle,operator,National Historical Museums of Sweden,What is the operator of Skokloster Castle?,National Historical Museums of Sweden
Cumalıkızık,located in the administrative territorial entity,Yıldırım,Who is the located in the administrative territorial entity of Cumalıkızık?,Yıldırım
Church of St Helen,Christian liturgical rite,Church of England,What is the Christian liturgical rite of Church of St Helen?,Church of England
Church of St Helen,architectural style,Gothic architecture,What is the architectural style of Church of St Helen?,Gothic architecture
Church of St Helen,located in the administrative territorial entity,Woodbastwick,What is the located in the administrative territorial entity of Church of St Helen?,Woodbastwick
Church of St Helen,associated electoral district,Broadland,What is the associated electoral district of Church of St Helen?,Broadland
Church of St Helen,country,United Kingdom,What is the country of Church of St Helen?,United Kingdom
Saviour Church on Nereditsa,Christian liturgical rite,Russian Orthodox Church,What is the Christian liturgical rite of Saviour Church on Nereditsa?,Russian Orthodox Church
Saviour Church on Nereditsa,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Saviour Church on Nereditsa?,Eastern Orthodoxy
Piazza di Spagna,located in the administrative territorial entity,Rome,What is the located in the administrative territorial entity of Piazza di Spagna?,Rome
Saviour Church on Nereditsa,diocese,Novgorod Eparchy,What is the diocese of Saviour Church on Nereditsa?,Novgorod Eparchy
Bali Museum,closed on,public holiday,What did Bali Museum close on?,public holiday
Old Melbourne Gaol,operator,National Trust of Australia,What is the operator of Old Melbourne Gaol?,National Trust of Australia
Bali Museum,country,Indonesia,What is the country of Bali Museum?,Indonesia
Old Melbourne Gaol,location,Melbourne central business district,What is the location of Old Melbourne Gaol?,Melbourne central business district
The Museum of Innocence,founded by,Orhan Pamuk,Who was The Museum of Innocence founded by?,Orhan Pamuk
The Palace Museum,headquarters location,Beijing,What is the headquarters location of The Palace Museum?,Beijing
The Palace Museum,parent organization,Ministry of Culture and Tourism of the People's Republic of China,What is the parent organization of The Palace Museum?,Ministry of Culture and Tourism of the People's Republic of China
The Palace Museum,architectural style,Chinese architecture,What is the architectural style of The Palace Museum?,Chinese architecture
Cathedral of the Savior in his Epiphany of Zaragoza,commissioned by,Alfon the Battler,What was Cathedral of the Savior in his Epiphany of Zaragoza commissioned by?,Alfon the Battler
The Palace Museum,location,Forbidden City,What is the location of The Palace Museum?,Forbidden City
Cathedral of the Savior in his Epiphany of Zaragoza,significant event,construction,What is the significant event of Cathedral of the Savior in his Epiphany of Zaragoza?,construction
Cathedral of the Savior in his Epiphany of Zaragoza,religion or worldview,Latin Church,What is the religion or worldview of Cathedral of the Savior in his Epiphany of Zaragoza?,Latin Church
Night Safari,country,Singapore,What is the country of Night Safari?,Singapore
Cathedral of the Savior in his Epiphany of Zaragoza,diocese,Roman Catholic Archdiocese of Zaragoza,What is the diocese of Cathedral of the Savior in his Epiphany of Zaragoza?,Roman Catholic Archdiocese of Zaragoza
The Iron Gate (Jerusalem),named after,iron,What was The Iron Gate (Jerusalem) named after?,iron
The Iron Gate (Jerusalem),followed by,Gate of the Inspector,What was The Iron Gate (Jerusalem) followed by?,Gate of the Inspector
Cathedral of the Savior in his Epiphany of Zaragoza,named after,Jesus,Who was Cathedral of the Savior in his Epiphany of Zaragoza named after?,Jesus
The Iron Gate (Jerusalem),follows,Cotton Merchants' Gate,What does The Iron Gate (Jerusalem) follow?,Cotton Merchants' Gate
The Iron Gate (Jerusalem),architectural style,Islamic architecture,What is the architectural style of The Iron Gate (Jerusalem)?,Islamic architecture
The Iron Gate (Jerusalem),country,Israel,What is the country of The Iron Gate (Jerusalem)?,Israel
The Iron Gate (Jerusalem),located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of The Iron Gate (Jerusalem)?,Jerusalem
Wolf Cave,country,Finland,What is the country of Wolf Cave?,Finland
The Iron Gate (Jerusalem),location,Old City of Jerusalem,What is the location of The Iron Gate (Jerusalem)?,Old City of Jerusalem
Southbank Centre,country,United Kingdom,What is the country of Southbank Centre?,United Kingdom
Southbank Centre,movement,brutalist architecture,What is the movement of Southbank Centre?,brutalist architecture
Al Faisaliah Centre,architect,Foster and Partners,What does Al Faisaliah Centre architect?,Foster and Partners
Al Faisaliah Centre,architectural style,high-tech architecture,What is the architectural style of Al Faisaliah Centre?,high-tech architecture
Southbank Centre,located in the administrative territorial entity,London Borough of Lambeth,What is the located in the administrative territorial entity of Southbank Centre?,London Borough of Lambeth
Cotton Merchants' Gate,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Cotton Merchants' Gate?,Jerusalem
Al Faisaliah Centre,located in the administrative territorial entity,Riyadh,What is the located in the administrative territorial entity of Al Faisaliah Centre?,Riyadh
Cotton Merchants' Gate,architectural style,Islamic architecture,What is the architectural style of Cotton Merchants' Gate?,Islamic architecture
Al Faisaliah Centre,country,Saudi Arabia,What is the country of Al Faisaliah Centre?,Saudi Arabia
Cotton Merchants' Gate,follows,Ablution Gate,What does Cotton Merchants' Gate follow?,Ablution Gate
Cotton Merchants' Gate,location,Old City of Jerusalem,What is the location of Cotton Merchants' Gate?,Old City of Jerusalem
Capitol Hill,located in the administrative territorial entity,"Washington, D.C.",What is the located in the administrative territorial entity of Capitol Hill?,"Washington, D.C."
Spasskaya Tower,commissioned by,Ivan III of Moscow,Who was Spasskaya Tower commissioned by?,Ivan III of Moscow
Spasskaya Tower,architectural style,Gothic art,What is the architectural style of Spasskaya Tower?,Gothic art
Cotton Merchants' Gate,country,State of Palestine,What is the country of Cotton Merchants' Gate?,State of Palestine
Spasskaya Tower,architect,Pietro Antonio Solari,Who does Spasskaya Tower architect?,Pietro Antonio Solari
Spasskaya Tower,country,Russia,What is the country of Spasskaya Tower?,Russia
Palace of the Governors,heritage designation,National Historic Landmark,What is the heritage designation of Palace of the Governors?,National Historic Landmark
